transaction_id,channel,country,amount_eur,hour_of_day,previous_transactions_24h,fraud_flag
1464,Online,ES,7.12,13,1,0
1465,Online,NL,61.94,22,1,0
1466,POS,ES,17.76,21,2,0
1467,Online,IT,32.74,9,0,0
1468,Mobile,BE,26.45,0,1,0
1469,Mobile,FR,60.33,1,2,0
1470,Mobile,IT,32.43,21,2,0
1471,Mobile,IT,139.83,15,2,0
1472,POS,FR,89.07,17,1,0
1473,Mobile,FR,14.95,17,2,0
1474,POS,IT,129.71,18,2,0
1475,Mobile,IT,45.58,12,3,0
1476,Online,BE,39.25,9,0,0
1477,Online,BE,77.34,5,2,0
1478,Mobile,ES,11.69,7,1,0
1479,POS,DE,8.34,18,0,0
1480,Online,IT,33.95,0,0,0
1481,Mobile,DE,18.06,3,0,0
1482,POS,ES,263.41,18,1,0
1483,Mobile,ES,15.42,15,0,0
1484,POS,DE,34.48,3,2,0
1485,Mobile,ES,40.12,0,0,0
1486,Online,IT,113.44,5,2,0
1487,Mobile,FR,12.25,2,0,0
1488,Online,BE,6.61,6,4,0
1489,POS,BE,133.54,19,0,1
1490,Mobile,NL,35.89,20,2,0
1491,POS,BE,74.42,6,0,0
1492,Online,ES,78.0,6,0,0
1493,POS,BE,92.76,19,4,0
1494,Online,FR,22.69,10,1,0
1495,POS,BE,17.31,5,0,0
1496,Online,BE,4.5,17,4,0
1497,POS,IT,12.24,11,0,0
1498,Online,FR,35.24,21,0,0
1499,POS,DE,16.42,21,1,0
1500,Mobile,NL,10.58,18,1,0
1501,POS,IT,34.83,23,2,0
1502,Mobile,DE,126.84,12,1,0
1503,Mobile,FR,31.31,13,2,0
1504,Mobile,ES,10.67,0,2,0
1505,Mobile,DE,118.21,4,3,0
1506,Mobile,DE,15.27,3,1,0
1507,POS,BE,145.38,22,0,0
1508,POS,BE,25.45,6,2,0
1509,Mobile,DE,36.71,14,3,0
1510,POS,BE,157.73,9,1,1
1511,Online,ES,8.57,18,0,0
1512,POS,DE,11.59,8,0,0
1513,Online,FR,23.89,22,1,0
1514,Mobile,DE,28.79,12,0,0
1515,Mobile,IT,465.02,5,0,1
1516,Mobile,FR,13.63,9,0,0
1517,POS,IT,8.99,8,1,0
1518,POS,IT,12.99,17,0,0
1519,POS,DE,41.77,7,5,0
1520,POS,IT,54.17,1,0,0
1521,Online,NL,16.33,18,0,0
1522,Mobile,FR,33.82,23,3,0
1523,POS,NL,231.64,6,0,0
1524,Online,NL,34.3,20,0,0
1525,Mobile,BE,45.65,0,1,0
1526,POS,BE,218.98,8,3,0
1527,POS,BE,16.48,0,0,0
1528,POS,FR,15.43,9,1,0
1529,Online,ES,20.7,14,2,0
1530,POS,FR,19.53,23,0,0
1531,POS,BE,5.36,20,1,0
1532,POS,FR,38.02,22,1,1
1533,Online,DE,41.14,15,0,0
1534,Mobile,BE,27.5,9,1,0
1535,POS,ES,42.41,21,0,0
1536,Mobile,DE,42.87,1,2,0
1537,POS,FR,8.88,19,0,0
1538,Online,IT,44.2,23,0,0
1539,Mobile,DE,57.89,0,0,0
1540,POS,FR,6.71,15,2,0
1541,POS,DE,143.04,21,0,0
1542,Online,FR,9.62,16,2,1
1543,Online,FR,10.61,23,1,0
1544,Online,IT,40.53,6,0,0
1545,POS,NL,56.53,15,2,0
1546,Online,FR,72.07,19,2,0
1547,Online,IT,58.03,1,3,1
1548,Mobile,NL,19.69,13,0,0
1549,Mobile,BE,36.91,23,1,0
1550,Mobile,NL,24.13,11,2,0
1551,Mobile,BE,39.42,19,3,0
1552,Online,ES,35.46,17,1,0
1553,POS,BE,19.99,6,0,0
1554,Mobile,BE,23.4,8,2,0
1555,Online,ES,5.2,11,3,0
1556,POS,BE,75.95,10,0,0
1557,POS,BE,44.59,14,2,0
1558,Mobile,NL,3.3,15,1,0
1559,Online,NL,73.2,9,5,0
1560,POS,NL,31.41,15,1,0
1561,Online,BE,12.98,15,1,1
1562,Mobile,FR,11.88,23,1,0
1563,Online,FR,16.64,19,2,0
1564,POS,FR,13.05,13,2,0
1565,POS,IT,14.92,4,0,0
1566,Online,FR,181.39,7,2,0
1567,Mobile,FR,48.0,7,0,0
1568,Online,BE,253.66,6,0,1
1569,POS,ES,41.5,22,1,0
1570,Mobile,ES,59.1,12,0,0
1571,Mobile,IT,13.73,23,1,0
1572,Mobile,BE,27.99,2,1,0
1573,Online,IT,30.52,17,1,0
1574,POS,BE,61.56,14,1,0
1575,Online,BE,31.52,18,1,0
1576,Mobile,BE,47.06,9,1,0
1577,POS,FR,45.4,12,2,0
1578,Online,DE,24.46,8,1,0
1579,Mobile,FR,22.07,16,2,0
1580,Mobile,BE,16.96,4,1,0
1581,Online,BE,97.74,15,2,0
1582,Mobile,NL,24.47,11,0,0
1583,POS,ES,46.01,19,0,0
1584,POS,ES,28.32,0,0,0
1585,Online,BE,95.83,4,1,0
1586,POS,FR,4.54,14,0,0
1587,Mobile,BE,44.83,8,0,0
1588,Online,BE,9.44,6,0,0
1589,POS,FR,48.95,22,1,0
1590,Online,IT,28.6,21,0,0
1591,Online,NL,7.55,2,0,1
1592,Online,FR,46.42,12,3,0
1593,Online,FR,41.44,16,1,0
1594,Mobile,NL,26.28,18,0,0
1595,Mobile,NL,29.83,4,1,0
1596,Mobile,IT,38.92,20,0,0
1597,Online,ES,107.58,15,2,0
1598,Online,FR,24.18,21,1,0
1599,Mobile,DE,91.2,16,2,0
1600,Mobile,FR,31.9,20,0,1
1601,Mobile,ES,120.99,0,0,0
1602,Mobile,DE,26.18,5,1,0
1603,Mobile,NL,17.01,12,2,0
1604,POS,FR,11.05,7,1,0
1605,POS,BE,32.01,4,0,1
1606,Mobile,BE,14.98,16,4,0
1607,Mobile,DE,134.89,23,3,0
1608,Mobile,IT,13.86,12,2,0
1609,Online,BE,16.61,14,1,0
1610,Online,ES,59.21,14,0,0
1611,POS,IT,108.4,10,0,0
1612,Mobile,BE,68.79,16,1,0
1613,POS,BE,95.46,19,2,0
1614,POS,ES,30.56,2,1,0
1615,Online,ES,31.0,6,2,0
1616,Online,IT,247.59,4,1,0
1617,Online,ES,179.52,19,0,0
1618,Online,NL,67.64,15,1,0
1619,Mobile,FR,100.14,16,1,0
1620,Mobile,BE,78.14,15,2,0
1621,POS,FR,9.91,12,0,0
1622,Mobile,NL,31.83,19,3,0
1623,POS,DE,147.94,3,1,1
1624,POS,DE,68.06,16,1,0
1625,POS,NL,31.08,20,2,0
1626,POS,ES,149.72,4,1,0
1627,Online,FR,47.91,17,0,0
1628,Online,ES,70.5,1,3,0
1629,Mobile,IT,48.16,3,0,0
1630,Mobile,IT,56.89,9,1,0
1631,POS,IT,61.11,23,3,0
1632,Online,FR,121.47,8,2,0
1633,Mobile,DE,138.37,10,1,0
1634,POS,NL,21.09,18,1,0
1635,POS,BE,47.25,19,1,0
1636,POS,NL,118.04,16,4,0
1637,Mobile,DE,29.03,0,0,0
1638,Online,DE,8.95,20,3,0
1639,POS,DE,13.35,6,0,0
1640,Mobile,FR,14.3,12,0,0
1641,Online,DE,20.94,17,1,0
1642,Mobile,BE,15.7,6,1,0
1643,Online,IT,92.68,16,0,0
1644,POS,BE,25.11,12,1,0
1645,Online,ES,116.87,3,0,0
1646,Mobile,NL,10.69,5,0,0
1647,Online,NL,23.26,18,0,0
1648,Mobile,DE,36.76,1,1,0
1649,Online,IT,74.49,9,2,0
1650,Online,DE,103.92,11,2,1
1651,POS,IT,19.33,9,1,1
1652,Online,ES,89.43,9,1,1
1653,Online,ES,6.16,23,2,1
1654,Mobile,DE,79.15,0,1,0
1655,POS,NL,8.66,23,1,0
1656,POS,DE,51.76,17,2,0
1657,Online,IT,102.43,22,1,0
1658,Mobile,FR,80.42,15,0,0
1659,Online,FR,6.43,22,1,0
1660,POS,DE,21.17,1,0,0
1661,Mobile,FR,67.83,17,2,0
1662,Mobile,FR,65.91,17,0,0
1663,POS,ES,43.64,22,1,0
1664,Online,ES,3.66,1,1,0
1665,Mobile,FR,109.73,12,3,0
1666,Online,FR,131.14,12,1,0
1667,POS,FR,39.01,2,4,0
1668,Online,DE,41.62,14,1,0
1669,Online,NL,54.77,11,4,0
1670,POS,DE,142.66,11,2,0
1671,POS,NL,42.54,16,0,0
1672,Mobile,NL,27.35,17,1,0
1673,Mobile,DE,48.5,15,3,0
1674,Mobile,IT,32.75,9,1,0
1675,Mobile,DE,33.12,23,1,0
1676,POS,ES,5.66,5,2,0
1677,POS,NL,55.86,8,5,0
1678,POS,FR,106.85,11,1,0
1679,POS,BE,91.87,7,0,0
1680,Online,BE,85.71,8,1,0
1681,Online,ES,31.41,22,1,0
1682,POS,DE,38.31,3,0,0
1683,POS,ES,109.01,12,0,0
1684,Mobile,FR,78.83,11,1,0
1685,Mobile,FR,146.4,2,1,0
1686,Online,DE,16.9,4,2,0
1687,Online,IT,16.79,6,0,0
1688,Mobile,ES,23.75,11,1,0
1689,POS,FR,12.9,9,1,0
1690,Online,ES,8.83,14,0,0
1691,Mobile,IT,52.91,9,0,0
1692,POS,DE,49.43,18,0,0
1693,Online,DE,42.36,8,0,0
1694,POS,ES,47.17,20,0,0
1695,Mobile,DE,7.66,23,3,0
1696,Mobile,NL,20.49,16,0,0
1697,Online,BE,24.69,2,1,0
1698,POS,DE,34.76,21,2,0
1699,POS,BE,7.69,19,3,0
1700,Mobile,NL,13.09,13,0,0
1701,Online,FR,21.4,8,1,0
1702,Mobile,DE,95.42,17,1,0
1703,POS,BE,43.03,14,0,0
1704,POS,DE,91.98,18,2,0
1705,POS,DE,29.3,15,0,0
1706,POS,IT,33.15,19,1,0
1707,Online,IT,54.55,23,0,0
1708,POS,DE,27.74,18,1,0
1709,POS,BE,17.73,7,0,0
1710,POS,FR,7.46,21,1,0
1711,POS,DE,18.21,19,2,0
1712,POS,NL,76.42,11,0,0
1713,Online,IT,116.82,1,3,0
1714,POS,NL,15.28,22,1,0
1715,Online,FR,5.85,12,2,0
1716,POS,DE,83.65,9,3,0
1717,POS,ES,35.49,14,0,0
1718,Online,NL,8.61,1,2,0
1719,Mobile,BE,1.48,19,3,0
1720,Online,FR,12.64,4,1,0
1721,POS,BE,20.84,6,1,0
1722,POS,DE,10.47,13,2,0
1723,Mobile,NL,66.15,15,1,0
1724,Mobile,DE,14.69,0,1,0
1725,POS,BE,33.53,13,0,0
1726,Mobile,BE,355.49,3,1,0
1727,Online,IT,37.24,22,3,0
1728,Mobile,IT,29.5,8,0,0
1729,Online,ES,30.18,11,0,0
1730,Mobile,NL,64.65,14,0,0
1731,Online,ES,57.12,3,2,0
1732,Online,ES,12.14,3,1,0
1733,Mobile,ES,21.95,23,1,0
1734,Mobile,BE,16.99,13,0,0
1735,POS,ES,24.96,5,0,0
1736,Mobile,BE,205.74,15,1,0
1737,Online,BE,61.4,21,1,0
1738,POS,ES,30.58,18,0,0
1739,Online,NL,114.95,9,2,0
1740,POS,BE,39.98,15,1,0
1741,POS,NL,6.44,21,1,0
1742,POS,IT,174.86,6,1,0
1743,Online,IT,28.32,18,2,0
1744,Online,NL,3.47,23,1,0
1745,Online,IT,6.69,8,1,0
1746,Online,FR,102.28,21,3,0
1747,POS,ES,6.8,0,1,0
1748,Online,BE,127.64,8,0,0
1749,Mobile,NL,35.91,6,3,1
1750,POS,IT,67.62,0,0,0
1751,Online,BE,25.62,14,0,0
1752,Mobile,FR,55.89,12,1,0
1753,Online,BE,45.45,9,0,0
1754,Online,IT,31.86,20,0,0
1755,POS,BE,11.41,5,1,0
1756,Online,BE,47.4,19,2,0
1757,Mobile,IT,5.38,15,3,0
1758,Mobile,ES,84.06,21,0,1
1759,POS,NL,40.33,0,0,1
1760,Mobile,ES,52.68,23,3,0
1761,Online,IT,2.42,0,2,0
1762,POS,ES,10.74,17,0,0
1763,Mobile,NL,19.97,18,1,0
1764,POS,BE,64.95,3,1,0
1765,Mobile,NL,12.9,0,1,0
1766,POS,ES,423.27,0,3,0
1767,Mobile,IT,25.45,3,2,0
1768,POS,NL,11.99,3,1,0
1769,Online,NL,27.47,23,1,0
1770,Mobile,IT,12.79,4,2,0
1771,Online,ES,10.13,19,0,0
1772,Online,ES,91.01,1,0,0
1773,Mobile,DE,55.33,15,0,0
1774,Mobile,BE,55.49,10,0,0
1775,POS,ES,118.72,12,1,0
1776,POS,NL,53.88,18,3,0
1777,Mobile,DE,11.39,5,1,0
1778,Mobile,DE,67.27,0,0,0
1779,Mobile,BE,10.73,5,0,0
1780,Online,DE,20.53,19,0,0
1781,Online,FR,31.64,14,3,0
1782,Mobile,DE,28.58,22,4,0
1783,POS,NL,5.52,20,1,0
1784,POS,ES,12.58,3,0,1
1785,POS,BE,32.38,1,3,0
1786,POS,IT,17.98,0,0,0
1787,Online,BE,102.13,4,0,0
1788,POS,ES,121.21,11,4,0
1789,Online,FR,10.8,0,1,0
1790,Online,FR,35.15,20,0,0
1791,Mobile,FR,161.21,11,1,0
1792,Online,IT,28.96,17,2,0
1793,Mobile,FR,22.04,20,2,0
1794,Online,IT,78.27,0,2,0
1795,Mobile,DE,25.17,10,0,0
1796,Online,ES,118.02,16,0,0
1797,Mobile,DE,18.27,23,0,0
1798,POS,FR,20.6,19,1,0
1799,Mobile,IT,72.98,5,2,0
1800,Mobile,ES,36.62,6,1,0
1801,POS,FR,36.91,19,1,0
1802,Mobile,FR,4.91,15,0,0
1803,Mobile,ES,23.26,5,4,0
1804,POS,NL,78.57,11,0,0
1805,Online,IT,15.12,22,3,0
1806,Online,BE,66.73,4,1,0
1807,POS,DE,43.29,7,1,0
1808,POS,ES,27.12,21,1,0
1809,POS,IT,128.73,16,2,0
1810,Mobile,FR,23.57,5,1,0
1811,Online,FR,25.28,6,0,1
1812,Mobile,IT,26.81,20,3,0
1813,Mobile,FR,35.89,6,1,0
1814,Online,IT,71.3,16,1,0
1815,Mobile,IT,7.59,11,2,0
1816,Mobile,BE,78.89,5,2,0
1817,POS,NL,35.45,8,2,0
1818,Mobile,NL,57.63,17,2,0
1819,Mobile,DE,362.07,19,0,0
1820,Mobile,NL,19.85,0,2,0
1821,POS,ES,9.73,21,2,0
1822,POS,BE,40.2,5,0,0
1823,POS,FR,47.09,15,1,0
1824,POS,ES,79.17,6,1,0
1825,POS,NL,19.33,6,0,0
1826,Mobile,BE,14.44,21,1,1
1827,Online,FR,7.15,16,2,0
1828,Mobile,NL,8.44,21,0,0
1829,POS,FR,21.85,0,0,0
1830,Mobile,NL,29.47,6,1,0
1831,Online,NL,261.16,1,0,0
1832,Mobile,DE,6.09,11,0,0
1833,POS,DE,46.31,11,1,0
1834,Mobile,BE,16.02,23,1,0
1835,POS,ES,41.38,5,2,0
1836,Mobile,FR,19.04,15,1,0
1837,POS,BE,93.26,23,2,0
1838,Online,NL,92.68,1,2,0
1839,Online,ES,29.57,10,1,0
1840,POS,BE,139.65,9,0,0
1841,POS,FR,70.82,0,1,0
1842,POS,IT,133.29,10,2,0
1843,Mobile,DE,31.72,6,2,0
1844,Mobile,FR,85.78,7,2,1
1845,Online,IT,15.36,5,2,1
1846,POS,NL,13.88,12,2,0
1847,Online,BE,292.9,9,2,1
1848,POS,BE,11.18,17,1,0
1849,POS,ES,21.41,8,0,0
1850,Mobile,IT,4.96,16,1,0
1851,POS,FR,14.21,12,4,0
1852,POS,NL,12.25,8,1,0
1853,POS,FR,16.94,19,0,0
1854,Online,NL,44.7,17,0,0
1855,Online,ES,56.89,12,2,0
1856,Mobile,BE,12.1,12,3,0
1857,Online,ES,15.03,18,1,0
1858,POS,FR,97.86,18,2,0
1859,Mobile,IT,182.23,17,1,0
1860,Online,IT,116.27,2,1,0
1861,Mobile,IT,6.38,5,3,0
1862,POS,ES,108.79,9,3,0
1863,Online,DE,211.39,13,0,0
1864,Mobile,NL,6.07,9,0,0
1865,POS,IT,97.78,19,0,0
1866,Online,IT,41.48,8,1,0
1867,POS,IT,23.88,13,2,0
1868,POS,BE,36.83,16,0,0
1869,Mobile,IT,51.59,9,1,0
1870,POS,FR,105.38,13,1,0
1871,Online,NL,100.08,17,0,0
1872,Mobile,DE,7.34,9,0,0
1873,Mobile,IT,17.31,23,3,0
1874,POS,BE,36.36,12,0,0
1875,Mobile,IT,159.53,18,1,0
1876,POS,IT,2.17,16,1,0
1877,Online,ES,17.98,19,1,0
1878,Mobile,NL,7.19,16,1,0
1879,Online,DE,8.42,12,0,0
1880,Mobile,FR,88.74,18,0,0
1881,Mobile,NL,19.46,11,0,0
1882,Online,IT,3.21,20,3,0
1883,Online,DE,28.26,12,2,0
1884,POS,FR,253.63,17,0,0
1885,POS,ES,5.44,4,1,0
1886,Mobile,NL,56.43,4,0,0
1887,Online,BE,158.81,13,1,0
1888,Online,NL,31.52,20,1,0
1889,POS,IT,227.69,17,2,0
1890,Mobile,ES,17.12,7,0,0
1891,Mobile,FR,140.6,20,2,0
1892,POS,ES,111.05,15,1,0
1893,Online,DE,32.06,13,0,0
1894,Online,NL,7.48,23,1,0
1895,POS,NL,12.16,18,2,0
1896,Online,DE,3.18,7,0,0
1897,Mobile,ES,59.99,1,2,0
1898,Online,BE,53.21,6,0,0
1899,POS,DE,35.85,4,2,0
1900,Mobile,ES,29.29,4,1,0
1901,POS,FR,128.71,12,0,0
1902,Mobile,NL,44.6,23,0,0
1903,POS,ES,19.02,15,1,0
1904,Mobile,FR,38.37,10,1,0
1905,POS,BE,256.6,5,2,0
1906,Mobile,BE,61.69,18,0,0
1907,Mobile,NL,22.42,13,0,0
1908,POS,NL,31.67,1,1,0
1909,Online,NL,52.63,11,1,0
1910,Mobile,DE,21.73,4,2,0
1911,Mobile,DE,19.89,11,1,0
1912,Mobile,IT,32.74,1,1,1
1913,POS,ES,151.27,5,4,0
1914,POS,IT,73.04,19,1,0
1915,Online,FR,21.99,4,1,0
1916,Mobile,DE,78.97,2,0,0
1917,Mobile,FR,33.4,5,0,0
1918,Mobile,IT,46.74,22,2,0
1919,Online,FR,42.68,22,0,0
1920,POS,BE,4.01,15,1,0
1921,POS,NL,1.57,18,0,0
1922,Online,IT,41.54,21,3,0
1923,Online,BE,14.11,7,3,0
1924,POS,IT,6.43,9,0,0
1925,POS,DE,14.56,0,1,0
1926,Mobile,BE,83.48,12,0,0
1927,Mobile,DE,47.36,22,0,0
1928,Mobile,FR,71.65,0,1,0
1929,Mobile,DE,52.1,17,1,0
1930,Mobile,NL,13.21,11,4,0
1931,POS,FR,71.99,23,0,0
1932,Mobile,BE,59.49,14,0,0
1933,Mobile,NL,29.44,9,1,0
1934,Online,FR,35.12,2,2,0
1935,Online,NL,73.15,13,3,0
1936,Mobile,BE,15.65,23,0,0
1937,Online,DE,98.29,0,1,1
1938,POS,NL,58.27,0,2,0
1939,POS,BE,33.19,21,0,0
1940,Mobile,IT,153.12,6,0,0
1941,Mobile,IT,9.08,14,1,0
1942,Online,IT,20.9,14,0,0
1943,Online,DE,16.74,11,1,0
1944,Online,DE,47.37,11,1,0
1945,Mobile,IT,108.03,16,1,0
1946,POS,BE,12.39,5,1,0
1947,POS,BE,902.8,4,2,0
1948,POS,ES,17.07,23,2,0
1949,Mobile,NL,47.5,0,0,0
1950,Online,BE,33.2,4,2,0
1951,POS,BE,34.68,17,0,0
1952,Online,IT,14.99,13,0,0
1953,POS,FR,96.31,7,1,0
1954,POS,BE,14.1,2,3,0
1955,Mobile,ES,5.65,8,1,1
1956,Mobile,DE,10.78,1,0,0
1957,Mobile,NL,140.52,13,1,0
1958,Online,FR,115.64,11,0,0
1959,Mobile,BE,4.45,22,3,0
1960,Online,FR,74.72,19,2,0
1961,POS,ES,4.56,11,1,0
1962,POS,DE,32.23,12,2,0
1963,Online,NL,9.9,16,1,0
1964,Mobile,ES,80.7,7,4,0
1965,Mobile,IT,57.67,14,0,0
1966,POS,BE,88.2,0,2,0
1967,POS,DE,24.65,22,1,0
1968,Mobile,FR,27.35,22,0,0
1969,POS,FR,7.39,21,3,0
1970,Online,FR,11.82,5,1,0
1971,POS,DE,85.5,18,1,0
1972,POS,FR,47.81,13,1,0
1973,Online,DE,36.76,23,0,0
1974,Mobile,FR,116.99,0,1,0
1975,Mobile,FR,9.02,9,1,0
1976,POS,BE,68.04,2,1,0
1977,Mobile,ES,10.18,22,2,1
1978,POS,DE,145.17,4,3,0
1979,POS,NL,57.08,0,3,0
1980,Mobile,ES,86.88,2,0,1
1981,POS,DE,16.42,23,2,0
1982,POS,IT,293.56,12,2,0
1983,Mobile,BE,244.34,2,1,0
1984,Online,BE,50.93,9,2,0
1985,Online,FR,107.26,10,1,0
1986,Online,ES,24.49,19,1,0
1987,Online,BE,9.31,5,0,0
1988,Mobile,IT,73.39,2,1,0
1989,POS,NL,13.21,17,0,0
1990,Mobile,DE,122.76,10,1,0
1991,POS,DE,94.43,2,0,0
1992,Online,DE,41.9,10,1,0
1993,Online,IT,39.62,10,1,0
1994,POS,NL,89.06,5,1,0
1995,Online,NL,43.58,4,1,0
1996,POS,FR,22.1,2,0,0
1997,POS,DE,7.28,20,1,0
1998,Online,DE,86.39,0,3,0
1999,POS,BE,47.77,12,1,0
2000,Mobile,BE,520.95,0,2,0
